FIPS,City,Year,Population,Primary Point
1982200,Wapello,July 01 2014,2046,POINT (-91.188117 41.1770957)
1965370,Radcliffe,July 01 2019,524,POINT (-93.4343108 42.3177101)
1919450,Dedham,July 01 2011,269,POINT (-94.8232369 41.9087315)
1965505,Ralston,July 01 2008,78,POINT (-94.6293007 42.0417738)
1928515,Fort Dodge,July 01 2015,24633,POINT (-94.175105 42.5097987)
1932475,Granville,July 01 2002,325,POINT (-95.8748315 42.9852282)
1982875,Waverly,July 01 2018,10143,POINT (-92.470638 42.7249871)
1950970,Melrose,July 01 2019,104,POINT (-93.0508038 40.9790245)
1917220,Cresco,July 01 1992,3718,POINT (-92.1163502 43.3717573)
1954705,Mount Pleasant,July 01 1997,8359,POINT (-91.5452743 40.9621765)
1962625,Peterson,July 01 1996,395,POINT (-95.3430601 42.9176513)
1960645,Oxford,July 01 1996,654,POINT (-91.7912597 41.7226966)
1950385,Matlock,July 01 2007,82,POINT (-95.9345034 43.2443282)
1972210,Sheffield,July 01 2018,1109,POINT (-93.208697 42.8928802)
1974415,Spirit Lake,July 01 2016,5021,POINT (-95.1108029 43.4177008)
1983685,West Burlington,July 01 1999,3198,POINT (-91.1763695 40.8218381)
1912000,Cedar Rapids,July 01 2006,124717,POINT (-91.6781641 41.966733)
1957495,North Washington,July 01 1993,98,POINT (-92.4153905 43.117289)
1916140,Coppock,July 01 1999,49,POINT (-91.7150539 41.163535)
1915960,Conway,July 01 1998,56,POINT (-94.6200534 40.7492479)
1938640,Iowa Falls,July 01 2017,5157,POINT (-93.2661847 42.5190554)
1924465,Eldora,July 01 2008,2746,POINT (-93.1012867 42.3605951)
1984450,West Okoboji,July 01 2001,428,POINT (-95.163113 43.348994)
1976260,Sumner,July 01 2014,2015,POINT (-92.0974233 42.8494642)
1945615,Lisbon,July 01 1998,1597,POINT (-91.3916619 41.9205324)
1973065,Sidney,July 01 1999,1170,POINT (-95.6442994 40.7459494)
1919675,Delhi,July 01 1997,536,POINT (-91.3305383 42.4302416)
1943815,Lawler,July 01 1991,515,POINT (-92.153525 43.0717656)
1926265,Exira,July 01 2018,767,POINT (-94.8810861 41.5919759)
1905590,Belle Plaine,July 01 2004,2889,POINT (-92.2753004 41.8952524)
1934770,Hartwick,July 01 2016,80,POINT (-92.3453557 41.7861465)
1957495,North Washington,July 01 2015,116,POINT (-92.4153905 43.117289)
1969375,Rutland,July 01 2006,128,POINT (-94.2951894 42.7614337)
1919630,Delaware,July 01 2003,187,POINT (-91.339042 42.4712845)
1938280,Indianola,July 01 1995,12103,POINT (-93.5658922 41.3623795)
1967035,Ridgeway,July 01 2001,291,POINT (-91.9926366 43.2988771)
1971940,Shannon City,July 01 2002,77,POINT (-94.2638596 40.8992002)
1932295,Grant,July 01 1991,122,POINT (-94.9850119 41.1427142)
1949305,Marble Rock,July 01 2012,303,POINT (-92.8683374 42.9647201)
1902125,Andrew,July 01 2014,415,POINT (-90.5919309 42.153216)
1901135,Algona,July 01 2019,5397,POINT (-94.2301199 43.0743166)
1986250,Windsor Heights,July 01 2016,5033,POINT (-93.7128163 41.6041919)
1982695,Waukee,July 01 1991,2969,POINT (-93.8702236 41.6001509)
1933240,Gruver,July 01 2013,90,POINT (-94.703558 43.3931285)
1953490,Montezuma,July 01 2009,1341,POINT (-92.5273821 41.5833762)
1958575,Odebolt,April 01 2010,1013,POINT (-95.2542336 42.3117964)
1985800,Williams,July 01 1991,360,POINT (-93.5410724 42.489213)
1929685,Garber,July 01 2014,86,POINT (-91.2618173 42.744429)
1923385,Earling,July 01 2014,427,POINT (-95.4189906 41.7761726)
1910225,Cambridge,July 01 1995,677,POINT (-93.5359151 41.9000672)
1942870,Lambs Grove,July 01 2013,170,POINT (-93.0793489 41.700753)
1908290,Breda,July 01 2015,476,POINT (-94.9750461 42.183967)
1968160,Rock Rapids,July 01 2005,2529,POINT (-96.1657284 43.4258915)
1953985,Moravia,July 01 1994,672,POINT (-92.8191273 40.8918338)
1952410,Millville,July 01 1997,33,
1931980,Grand Junction,July 01 2006,883,POINT (-94.2370224 42.032965)
1963525,Pleasant Hill,July 01 1992,4183,POINT (-93.487681 41.5725717)
1917670,Crystal Lake,July 01 2007,259,POINT (-93.792707 43.2229779)
1929685,Garber,July 01 2019,85,POINT (-91.2618173 42.744429)
1971355,Searsboro,July 01 2004,156,POINT (-92.7042765 41.5792084)
1930135,Geneva,July 01 1995,166,POINT (-93.1297657 42.6747983)
1970590,Sandyville,July 01 2001,61,POINT (-93.3863323 41.3707702)
1910135,Camanche,July 01 2001,4197,POINT (-90.2766777 41.7927587)
1921720,Donahue,April 01 1990,316,POINT (-90.6746301 41.6915346)
1943140,Lanesboro,July 01 2014,114,POINT (-94.6921692 42.1826597)
1959520,Orchard,July 01 2007,88,POINT (-92.7753132 43.2273862)
1964560,Prescott,July 01 1991,275,POINT (-94.6129796 41.0238035)
1974910,Stanhope,July 01 2014,414,POINT (-93.7960023 42.2889306)
1968925,Rossie,July 01 1999,99,POINT (-95.1886124 43.0136605)
1981345,Volga,April 01 2000,247,POINT (-91.5422736 42.8026667)
1983550,West Bend,July 01 1994,915,POINT (-94.4456756 42.9599409)
1954435,Mount Auburn,July 01 2001,161,POINT (-92.094317 42.2574343)
1953265,Monmouth,July 01 2014,152,POINT (-90.8821601 42.0751031)
1933420,Guthrie Center,July 01 2003,1622,POINT (-94.4989474 41.6781243)
1928245,Fonda,July 01 2005,579,POINT (-94.8459417 42.581696)
1958980,Olin,July 01 1994,669,POINT (-91.1417344 41.9977327)
1924780,Elk Horn,July 01 2011,648,POINT (-95.0615601 41.5929843)
1914250,Clermont,July 01 2002,703,POINT (-91.6523116 43.0001627)
1935130,Havelock,July 01 2015,131,POINT (-94.7008548 42.8331095)
1959970,Ossian,July 01 1998,814,POINT (-91.7648546 43.1467277)
1949485,Marion,July 01 2019,40359,POINT (-91.585326 42.0443653)
1919180,Dayton,July 01 1991,787,POINT (-94.0711394 42.262259)
1921270,Diagonal,July 01 2005,296,POINT (-94.3421119 40.8104671)
1974775,St. Marys,April 01 2010,127,POINT (-91.4457379 42.0529659)
1976665,Swan,July 01 1993,70,POINT (-93.3095681 41.4674984)
1933870,Hamilton,July 01 2011,130,POINT (-92.9040865 41.1702528)
1967350,Riverdale,July 01 2012,410,POINT (-90.4637332 41.5370578)
1912270,Center Point,April 01 2010,2421,POINT (-91.7794373 42.1843009)
1918255,Dallas Center,July 01 1991,1520,POINT (-93.9816407 41.6854114)
1912945,Chatsworth,July 01 1993,104,POINT (-96.5144511 42.9163167)
1984630,Westside,July 01 2007,324,POINT (-95.1013476 42.075749)
1930045,Garwin,July 01 2013,514,POINT (-92.6790893 42.0934589)
1983595,West Branch,July 01 2017,2403,POINT (-91.3406612 41.6627654)
1949170,Mapleton,April 01 2000,1416,POINT (-95.7904763 42.167086)
1913620,Clarion,July 01 2003,2816,POINT (-93.7293596 42.732213)
1923475,Early,July 01 1998,578,POINT (-95.1523842 42.4614169)
1963615,Pleasant Plain,July 01 2016,98,POINT (-91.8596295 41.1472162)
1976440,Superior,July 01 2009,123,POINT (-94.946743 43.433689)
1943725,Laurens,July 01 2005,1305,POINT (-94.8482953 42.8477467)
1908605,Britt,April 01 2000,2052,POINT (-93.8031592 43.0974978)
1957045,Northboro,July 01 2001,59,POINT (-95.2936381 40.6080172)
1965280,Quimby,April 01 1990,334,POINT (-95.6439386 42.629181)
1921405,Dike,July 01 2002,998,POINT (-92.6255847 42.4641335)
1984315,West Liberty,July 01 2008,3643,POINT (-91.2621646 41.5725743)
1968295,Rockwell City,July 01 1992,1985,POINT (-94.6289164 42.3981318)
1932610,Greeley,July 01 2007,262,POINT (-91.341545 42.5850578)
1908290,Breda,July 01 1993,457,POINT (-94.9750461 42.183967)
1971895,Shambaugh,July 01 1993,202,POINT (-95.0352465 40.6574753)
1934635,Harris,July 01 2005,191,POINT (-95.4370934 43.4435137)
1968700,Rose Hill,July 01 2018,161,POINT (-92.4636988 41.3203615)
1910135,Camanche,July 01 1992,4565,POINT (-90.2766777 41.7927587)
1969465,Ryan,July 01 1992,389,POINT (-91.4851389 42.3524086)
1904555,Barnes City,July 01 1999,205,POINT (-92.4696188 41.5070595)
1953490,Montezuma,July 01 2004,1418,POINT (-92.5273821 41.5833762)
1960240,Oto,April 01 1990,118,POINT (-95.8945487 42.2820807)
1934500,Harlan,July 01 1998,5245,POINT (-95.3268616 41.6495154)
1977340,Templeton,July 01 1999,306,POINT (-94.9415676 41.9181145)
1962760,Pierson,July 01 2013,364,POINT (-95.8652766 42.5428025)
1943725,Laurens,July 01 2012,1232,POINT (-94.8482953 42.8477467)
1919090,Davis City,July 01 1994,259,POINT (-93.8126017 40.6401518)
1912855,Charlotte,July 01 2011,392,POINT (-90.4682057 41.9621301)
1949170,Mapleton,July 01 2011,1225,POINT (-95.7904763 42.167086)
1934725,Hartley,July 01 1996,1577,POINT (-95.4767498 43.1790472)
1952275,Millerton,July 01 2003,48,POINT (-93.3057058 40.8493458)
1905140,Beaman,July 01 2006,178,POINT (-92.822187 42.2202167)
1937605,Humeston,April 01 2010,494,POINT (-93.4972195 40.8609187)
1959250,Onslow,July 01 2002,218,POINT (-91.0152515 42.1073153)
1964605,Preston,July 01 2008,912,POINT (-90.3973609 42.0490456)
1969015,Rowan,April 01 2000,218,POINT (-93.5504173 42.7391166)
1935670,Hedrick,April 01 2000,837,POINT (-92.3079494 41.1711634)
1939855,Joice,July 01 2019,210,POINT (-93.4581067 43.3647892)
1934365,Hansell,July 01 1996,88,POINT (-93.104094 42.7577502)
1901495,Alta,April 01 2010,1883,POINT (-95.3045104 42.6716795)
1964290,Postville,July 01 1993,1522,POINT (-91.5682128 43.0839487)
1919135,Dawson,July 01 2005,163,POINT (-94.2203279 41.8430917)
1906760,Blairsburg,July 01 2018,203,POINT (-93.6428357 42.47838)
1945615,Lisbon,July 01 1992,1397,POINT (-91.3916619 41.9205324)
1966405,Remsen,July 01 2006,1683,POINT (-95.9724007 42.8148253)
1980490,Van Wert,July 01 2014,212,POINT (-93.7918044 40.8710641)
1956280,New Liberty,July 01 2009,134,POINT (-90.8779898 41.7159641)
1974775,St. Olaf,July 01 2016,102,POINT (-91.4457379 42.0529659)
1959925,Oskaloosa,April 01 2010,11463,POINT (-92.6404876 41.2921009)
1968250,Rockwell,July 01 1995,794,POINT (-93.1871266 42.979966)
1979680,Unionville,July 01 2018,95,POINT (-92.6957756 40.8181841)
1960555,Owasa,July 01 2003,37,POINT (-93.2049961 42.4316875)
1905905,Benton,April 01 2000,40,POINT (-94.3611955 40.704075)
1942285,Lacona,July 01 1995,362,POINT (-93.3849697 41.1899087)
1943365,La Porte City,July 01 2016,2282,POINT (-92.1911991 42.3137209)
1924780,Elk Horn,July 01 1993,661,POINT (-95.0615601 41.5929843)
1934770,Hartwick,July 01 2019,80,POINT (-92.3453557 41.7861465)
1944085,Le Claire,July 01 2015,3972,POINT (-90.3686825 41.5963271)
1955560,Neola,July 01 2018,869,POINT (-95.6173698 41.4515149)
1961050,Palmer,July 01 1994,220,POINT (-94.5984729 42.6298621)
1949575,Marne,April 01 2010,120,POINT (-95.1107615 41.4489055)
1964200,Portsmouth,April 01 2010,195,POINT (-95.5193136 41.6504163)
1959070,Ollie,July 01 2017,208,POINT (-92.0923057 41.1991478)
1908065,Bradgate,July 01 2015,83,POINT (-94.4196235 42.8028773)
1954390,Moulton,July 01 1994,573,POINT (-92.6765242 40.6854079)
1960420,Ottosen,July 01 1998,66,POINT (-94.3755469 42.8980883)
1916815,Coulter,April 01 1990,252,POINT (-93.3700471 42.73312)
1973290,Sioux Center,July 01 2009,6704,POINT (-96.1707089 43.0746484)
1933285,Guernsey,July 01 1994,68,POINT (-92.3430868 41.6491514)
1942330,Ladora,July 01 1992,313,POINT (-92.1859015 41.755506)
1900640,Agency,July 01 2017,637,POINT (-92.3072288 40.997475)
1966720,Richland,July 01 2018,567,POINT (-91.9960251 41.1857094)
1969465,Ryan,July 01 1997,384,POINT (-91.4851389 42.3524086)
1973335,Sioux City,July 01 1993,82820,POINT (-96.3901359 42.4958196)
1914520,Clive,July 01 1995,9838,POINT (-93.7972549 41.6144592)
1927390,Fertile,July 01 2018,361,POINT (-93.4232008 43.2623108)
1930810,Gillett Grove,July 01 2005,59,POINT (-95.0366368 43.0167093)
1967215,Rippey,July 01 1996,277,POINT (-94.2007998 41.9342117)
1911170,Carson,July 01 2007,706,POINT (-95.418543 41.2359227)
1957675,Norwalk,July 01 1994,6332,POINT (-93.6922661 41.4914536)
1919585,Defiance,July 01 2008,314,POINT (-95.3403538 41.8254177)
1984180,Westgate,July 01 2009,214,POINT (-91.9955964 42.7682394)
1972525,Shenandoah,July 01 1994,5574,POINT (-95.3720582 40.7583016)
1961275,Panama,July 01 2019,208,POINT (-95.4754762 41.7263507)
1917850,Cumming,July 01 2012,374,POINT (-93.759951 41.4875287)
1945165,Lime Springs,July 01 1995,461,POINT (-92.2840819 43.4498475)
1964020,Polk City,July 01 2014,4183,POINT (-93.7130589 41.7769994)
1944085,Le Claire,July 01 2008,3376,POINT (-90.3686825 41.5963271)
1905905,Benton,July 01 2019,41,POINT (-94.3611955 40.704075)
1914250,Clermont,July 01 1997,743,POINT (-91.6523116 43.0001627)
1915060,Colfax,July 01 2017,2065,POINT (-93.240454 41.676085)
1928245,Fonda,July 01 1991,729,POINT (-94.8459417 42.581696)
1963075,Pisgah,July 01 2018,241,POINT (-95.9263861 41.8304354)
1922935,Durango,July 01 1997,26,POINT (-90.7743258 42.5610615)
1986880,Woodburn,July 01 1997,238,POINT (-93.5962852 41.0108726)
1943680,Laurel,July 01 1998,243,POINT (-92.922164 41.884062)
1964200,Portsmouth,July 01 1994,212,POINT (-95.5193136 41.6504163)
1934635,Harris,July 01 2011,167,POINT (-95.4370934 43.4435137)
1924690,Elkader,April 01 1990,1510,POINT (-91.4023462 42.8571273)
1972300,Shelby,April 01 2000,696,POINT (-95.4505587 41.5066731)
1965595,Randall,July 01 2006,141,POINT (-93.602632 42.2371232)
1949485,Marion,July 01 2018,39970,POINT (-91.585326 42.0443653)
1922080,Dougherty,April 01 2010,58,POINT (-93.0358831 42.9219661)
1983145,Webster City,July 01 2012,7871,POINT (-93.8166983 42.4623327)
1932970,Greenville,July 01 2002,90,POINT (-95.1461167 43.0169781)
1906985,Blockton,July 01 2006,183,POINT (-94.4779281 40.6168175)
1905095,Beaconsfield,April 01 1990,27,POINT (-94.0506804 40.8075746)
1939765,Johnston,July 01 1999,7579,POINT (-93.7172578 41.6856012)
1973785,Soldier,July 01 2016,166,POINT (-95.7801688 41.9842069)
1908470,Brighton,April 01 1990,684,POINT (-91.8212009 41.1746979)
1984315,West Liberty,April 01 2010,3736,POINT (-91.2621646 41.5725743)
1907930,Braddyville,July 01 1999,198,POINT (-95.0311862 40.5806312)
1977880,Thornton,July 01 1992,384,POINT (-93.387069 42.9442074)
1917985,Cylinder,July 01 2015,86,POINT (-94.5511492 43.089664)
1926850,Farmersburg,July 01 2002,287,POINT (-91.3670694 42.9588667)
1987060,Worthington,April 01 1990,439,POINT (-91.1207613 42.398071)
1954795,Mount Union,July 01 2008,124,POINT (-91.3908331 41.0576119)
1958665,Ogden,July 01 2009,1936,POINT (-94.0284384 42.0394235)
1943410,Larchwood,July 01 2011,850,POINT (-96.4368372 43.4544239)
1923340,Earlham,July 01 2015,1408,POINT (-94.1222513 41.4944824)
1957675,Norwalk,July 01 1998,6773,POINT (-93.6922661 41.4914536)
1969195,Rudd,July 01 1996,412,POINT (-92.9045921 43.1275228)
1904780,Bassett,July 01 2005,70,POINT (-92.5157252 43.0620062)
1974775,St. Paul,July 01 1997,123,POINT (-91.4457379 42.0529659)
1908200,Brayton,July 01 2002,127,POINT (-94.9303482 41.5448041)
1967170,Ringsted,July 01 2006,417,POINT (-94.5067295 43.2949389)
1921405,Dike,July 01 1992,878,POINT (-92.6255847 42.4641335)
1931395,Glidden,July 01 1995,1115,POINT (-94.7266652 42.0576308)
1932790,Greenfield,July 01 2014,1911,POINT (-94.4591514 41.305599)
1909730,Bussey,July 01 1994,519,POINT (-92.8842719 41.2057508)
1972075,Sharpsburg,July 01 1998,106,POINT (-94.640482 40.802969)
1900370,Adair,July 01 2006,731,POINT (-94.6434132 41.5003898)
1949755,Marshalltown,July 01 1992,25012,POINT (-92.9066945 42.0341021)
1907210,Bode,July 01 2016,289,POINT (-94.2862417 42.868027)
1983055,Webster,July 01 2004,111,POINT (-92.1715154 41.4378773)
1982650,Waucoma,July 01 1997,388,POINT (-92.0341066 43.0554679)
1904240,Bagley,July 01 1992,321,POINT (-94.4303047 41.8463643)
1936390,Hillsboro,July 01 2019,177,POINT (-91.7125258 40.8373813)
1974775,St. Charles,July 01 2017,621,POINT (-91.4457379 42.0529659)
1944490,Lenox,July 01 1993,1300,POINT (-94.5583357 40.8830419)
1947100,Lucas,July 01 2015,208,POINT (-93.4610494 41.0322107)
1915375,Columbus City,July 01 1995,341,POINT (-91.3746897 41.2592765)
1976755,Swea City,July 01 2013,532,POINT (-94.3109198 43.3832998)
1974955,Stanley,April 01 1990,116,POINT (-91.8123104 42.6416487)
1929775,Garden Grove,July 01 2007,237,POINT (-93.6071931 40.8265786)
1975675,Story City,July 01 1999,2876,POINT (-93.5865496 42.186602)
1902080,Andover,July 01 2011,102,POINT (-90.2529846 41.9799233)
1984900,What Cheer,July 01 2014,630,POINT (-92.3546256 41.3997555)
1914475,Clio,July 01 2003,86,POINT (-93.4513925 40.6359742)
1922395,Dubuque,July 01 2007,57209,POINT (-90.7066112 42.5006649)
1902485,Arcadia,July 01 2018,502,POINT (-95.0431916 42.0861975)
1938280,Indianola,April 01 2000,12998,POINT (-93.5658922 41.3623795)
1948810,Manchester,July 01 2019,4986,POINT (-91.4556248 42.4853639)
1957360,North Liberty,July 01 2012,15270,POINT (-91.610653 41.7439981)
1972660,Sherrill,July 01 2015,176,POINT (-90.7841885 42.6043231)
1967125,Rinard,July 01 1996,67,POINT (-94.4849296 42.3396126)
1960465,Ottumwa,July 01 2006,24577,POINT (-92.4186136 41.0195769)
1968475,Roland,July 01 1991,1041,POINT (-93.5028373 42.1660381)
1933465,Guttenberg,July 01 1996,2290,POINT (-91.1059046 42.7887133)
1901180,Alleman,July 01 2004,422,POINT (-93.6094604 41.8158459)
1979410,Udell,July 01 2011,47,POINT (-92.7426983 40.7801811)
1974505,Springbrook,July 01 1999,168,POINT (-90.479117 42.1655919)
1932025,Grand Mound,July 01 2012,637,POINT (-90.6501579 41.8232709)
1929595,Galva,July 01 2009,294,POINT (-95.4177423 42.5059144)
1936840,Holstein,July 01 2002,1437,POINT (-95.5428563 42.4869415)
1939225,Jamaica,July 01 2018,217,POINT (-94.3069709 41.8452279)
1979905,Urbana,July 01 2002,1135,POINT (-91.887274 42.2284093)
1958890,Olds,July 01 2007,238,POINT (-91.544229 41.1341655)
1974775,Springville,July 01 2001,1087,POINT (-91.4457379 42.0529659)
1911395,Casey,July 01 2015,404,POINT (-94.5212707 41.5074602)
1981570,Wadena,July 01 1999,225,POINT (-91.6594004 42.8397808)
1901630,Altoona,July 01 1997,9196,POINT (-93.4768466 41.6468624)
1913350,Churdan,April 01 2010,386,POINT (-94.4786263 42.1538724)
1905365,Bedford,July 01 1993,1666,POINT (-94.7240366 40.6711504)
1926355,Fairbank,July 01 2005,1017,POINT (-92.0475697 42.6401042)
1925860,Estherville,July 01 1998,6398,POINT (-94.8343632 43.3998352)
1965055,Pulaski,July 01 2014,268,POINT (-92.2737906 40.6928807)
1942960,Lamoni,July 01 1999,2239,POINT (-93.934323 40.6204912)
1914115,Cleghorn,July 01 2012,233,POINT (-95.7126506 42.812537)
1900505,Adel,July 01 2011,3816,POINT (-94.0135968 41.6121709)
1947730,Lytton,July 01 2008,259,POINT (-94.8604989 42.4233029)
1915465,Colwell,July 01 2001,75,POINT (-92.5910417 43.1577091)
1977565,Thayer,April 01 2010,59,POINT (-94.0497355 41.0289671)
1937200,Hornick,July 01 1994,219,POINT (-96.0970575 42.2304643)
1960420,Ottosen,July 01 2019,37,POINT (-94.3755469 42.8980883)
1970590,Sandyville,July 01 2012,51,POINT (-93.3863323 41.3707702)
1955695,Nevada,July 01 2009,6736,POINT (-93.463738 42.0185408)
1945435,Lineville,July 01 2001,270,POINT (-93.5231892 40.5869857)
1946245,Lohrville,July 01 2019,345,POINT (-94.5515983 42.2671725)
1955965,Newell,July 01 1994,933,POINT (-95.0039777 42.609682)
1914025,Clear Lake,July 01 2012,7730,POINT (-93.3739922 43.1346536)
1985305,Whitten,July 01 2013,146,POINT (-93.0096885 42.2625946)
1900910,Albia,July 01 1993,4059,POINT (-92.803847 41.0271155)
1938640,Iowa Falls,July 01 2013,5243,POINT (-93.2661847 42.5190554)
1926355,Fairbank,April 01 2010,1113,POINT (-92.0475697 42.6401042)
1912765,Charles City,April 01 1990,7878,POINT (-92.6745202 43.0643521)
1923790,East Peru,July 01 2004,155,POINT (-93.9295169 41.2270332)
1962040,Pella,July 01 1995,9724,POINT (-92.9177547 41.4051393)
1985305,Whitten,July 01 1999,129,POINT (-93.0096885 42.2625946)
1921225,Dexter,July 01 2011,623,POINT (-94.2276214 41.5153845)
1950880,Melbourne,July 01 2008,792,POINT (-93.1026156 41.9415478)
1902620,Aredale,July 01 2004,83,POINT (-93.0053681 42.8331955)
1907750,Boxholm,July 01 2011,194,POINT (-94.1062028 42.1736058)
1938415,Inwood,July 01 2015,820,POINT (-96.4350789 43.3092965)
1982200,Wapello,July 01 2013,2054,POINT (-91.188117 41.1770957)
1968475,Roland,July 01 2015,1302,POINT (-93.5028373 42.1660381)
1945030,Lidderdale,July 01 1995,193,POINT (-94.78367 42.1224953)
1953265,Monmouth,July 01 2002,182,POINT (-90.8821601 42.0751031)
1904825,Batavia,July 01 1997,594,POINT (-92.1673927 40.9951023)
1931035,Gladbrook,July 01 2003,1014,POINT (-92.7150959 42.1860667)
1906805,Blairstown,July 01 1992,679,POINT (-92.0823291 41.9062103)
1910765,Carlisle,July 01 2009,3726,POINT (-93.4877345 41.511846)
1930810,Gillett Grove,July 01 1997,66,POINT (-95.0366368 43.0167093)
1933870,Hamilton,July 01 2008,139,POINT (-92.9040865 41.1702528)
1964560,Prescott,July 01 2015,244,POINT (-94.6129796 41.0238035)
1903610,Auburn,July 01 2014,314,POINT (-94.8777258 42.2495688)
1946605,Lost Nation,July 01 2014,429,POINT (-90.8167168 41.9665989)
1960465,Ottumwa,July 01 2017,24436,POINT (-92.4186136 41.0195769)
